,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_0,Attrition_1,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
265,29,1210,2,3,1,366,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
266,31,1463,23,3,1,367,2,64,2,2,4,5582,14408,0,21,4,2,80,1,10,2,3,9,0,7,8,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
267,25,675,5,2,1,369,2,85,4,2,1,4000,18384,1,12,3,4,80,2,6,2,3,6,3,1,5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
268,45,1385,20,2,1,372,3,79,3,4,4,13496,7501,0,14,3,2,80,0,21,2,3,20,7,4,10,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
269,36,1403,6,3,1,373,4,47,3,1,4,3210,20251,0,11,3,3,80,1,16,4,3,15,13,10,11,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
270,55,452,1,3,1,374,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,2,3,36,10,4,13,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
271,47,666,29,4,1,376,1,88,3,3,2,11849,10268,1,12,3,4,80,1,10,2,2,10,7,9,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
272,28,1158,9,3,1,377,4,94,3,1,4,2070,2613,1,23,4,4,80,1,5,3,2,5,2,0,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
273,37,228,6,4,1,378,3,98,3,2,4,6502,22825,4,14,3,2,80,1,7,5,4,5,4,0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
274,21,996,3,2,1,379,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,4,3,2,1,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
275,37,728,1,4,1,380,1,80,3,3,4,13603,11677,2,18,3,1,80,2,15,2,3,5,2,0,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
276,35,1315,22,3,1,381,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,6,2,7,7,6,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
277,38,322,7,2,1,382,1,44,4,2,1,5605,19191,1,24,4,3,80,1,8,3,3,8,0,7,7,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
278,26,1479,1,3,1,384,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,6,1,6,5,1,4,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
279,50,797,4,1,1,385,1,96,3,5,2,19144,15815,3,14,3,1,80,2,28,4,2,10,4,1,6,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
280,53,1070,3,4,1,386,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,5,2,5,3,1,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
281,42,635,1,1,1,387,2,99,3,2,3,4907,24532,1,25,4,3,80,0,20,3,3,20,16,11,6,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
282,29,442,2,2,1,388,2,44,3,2,4,4554,20260,1,18,3,1,80,0,10,3,2,10,7,0,9,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
283,55,147,20,2,1,389,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
284,26,496,11,2,1,390,1,60,3,2,1,4741,22722,1,13,3,3,80,1,5,3,3,5,3,3,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
285,37,1372,1,3,1,391,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
286,44,920,24,3,1,392,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
287,38,688,23,4,1,393,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,2,3,2,2,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
288,26,1449,16,4,1,394,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
289,28,1117,8,2,1,395,4,66,3,1,4,3310,4488,1,21,4,4,80,0,5,3,3,5,3,0,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
290,49,636,10,4,1,396,3,35,3,5,1,18665,25594,9,11,3,4,80,0,22,4,3,3,2,1,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True
291,36,506,3,3,1,397,3,30,3,2,2,4485,26285,4,12,3,4,80,0,10,2,3,8,0,7,7,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
292,31,444,5,3,1,399,4,84,3,1,2,2789,3909,1,11,3,3,80,1,2,5,2,2,2,2,2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
293,26,950,4,4,1,401,4,48,2,2,4,5828,8450,1,12,3,2,80,0,8,0,3,8,7,7,4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
294,37,889,9,3,1,403,2,53,3,1,4,2326,11411,1,12,3,3,80,3,4,3,2,4,2,1,2,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
295,42,555,26,3,1,404,3,77,3,4,2,13525,14864,5,14,3,4,80,1,23,2,4,20,4,4,8,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
296,18,230,3,3,1,405,3,54,3,1,3,1420,25233,1,13,3,3,80,0,0,2,3,0,0,0,0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
297,35,1232,16,3,1,406,3,96,3,3,2,8020,5100,0,15,3,3,80,2,12,3,2,11,9,6,9,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
298,36,566,18,4,1,407,3,81,4,1,4,3688,7122,4,18,3,4,80,2,4,2,3,1,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
299,51,1302,2,3,1,408,4,84,1,2,2,5482,16321,5,18,3,4,80,1,13,3,3,4,1,1,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
300,41,334,2,4,1,410,4,88,3,4,2,16015,15896,1,19,3,2,80,0,22,2,3,22,10,0,4,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
301,18,812,10,3,1,411,4,69,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
302,28,1476,16,2,1,412,2,68,4,2,1,5661,4824,0,19,3,3,80,0,9,2,3,8,3,0,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
303,31,218,7,3,1,416,2,100,4,2,4,6929,12241,4,11,3,2,80,1,10,3,2,8,7,7,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
304,39,1132,1,3,1,417,3,48,4,3,4,9613,10942,0,17,3,1,80,3,19,5,2,18,10,3,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
305,36,1105,24,4,1,419,2,47,3,2,2,5674,6927,7,15,3,3,80,1,11,3,3,9,8,0,8,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
306,32,906,7,3,1,420,4,91,2,2,3,5484,16985,1,14,3,3,80,1,13,3,2,13,8,4,8,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
307,38,849,25,2,1,421,1,81,2,3,2,12061,26707,3,17,3,3,80,1,19,2,3,10,8,0,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
308,58,390,1,4,1,422,4,32,1,2,3,5660,17056,2,13,3,4,80,1,12,2,3,5,3,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
309,31,691,5,4,1,423,3,86,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
310,31,106,2,3,1,424,1,62,2,2,1,6410,17822,3,12,3,4,80,0,9,1,3,2,2,1,0,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
311,45,1249,7,3,1,425,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
312,31,192,2,4,1,426,3,32,3,1,4,2695,7747,0,18,3,2,80,1,3,2,1,2,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
313,33,553,5,4,1,428,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,2,3,10,6,8,8,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
314,39,117,10,1,1,429,3,99,3,4,1,17068,5355,1,14,3,4,80,0,21,3,3,21,9,11,10,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
315,43,185,10,4,1,430,3,33,3,1,4,2455,10675,0,19,3,1,80,0,9,5,3,8,7,1,7,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
316,49,1091,1,2,1,431,3,90,2,4,3,13964,17810,7,12,3,4,80,0,25,2,3,7,1,0,7,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True
317,52,723,8,4,1,433,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,3,2,8,2,7,7,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
318,27,1220,5,3,1,434,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,2,4,3,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
319,32,588,8,2,1,436,3,65,2,2,2,5228,24624,1,11,3,4,80,0,13,2,3,13,12,11,9,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
320,27,1377,2,3,1,437,4,74,3,2,3,4478,5242,1,11,3,1,80,0,5,3,3,5,4,0,4,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
321,31,691,7,3,1,438,4,73,3,2,4,7547,7143,4,12,3,4,80,3,13,3,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
322,32,1018,2,4,1,439,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,0,2,7,7,0,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
323,28,1157,2,4,1,440,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,4,2,3,2,2,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
324,30,1275,28,2,1,441,4,64,3,2,4,5775,11934,1,13,3,4,80,2,11,2,3,10,8,1,9,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
325,31,798,7,2,1,442,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,2,3,10,9,8,9,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
326,39,672,7,2,1,444,3,54,2,5,4,19272,21141,1,15,3,1,80,1,21,2,3,21,9,13,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
327,39,1162,3,2,1,445,4,41,3,2,3,5238,17778,4,18,3,1,80,0,12,3,2,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
328,33,508,10,3,1,446,2,46,2,2,4,4682,4317,3,14,3,3,80,0,9,6,2,7,7,0,1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
329,47,1482,5,5,1,447,4,42,3,5,3,18300,16375,4,11,3,2,80,1,21,2,3,3,2,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
330,43,559,10,4,1,448,3,82,2,2,3,5257,6227,1,11,3,2,80,1,9,3,4,9,7,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
331,27,210,1,1,1,449,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
332,54,928,20,4,1,450,4,31,3,2,3,4869,16885,3,12,3,4,80,0,20,4,2,4,3,0,3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
333,43,1001,7,3,1,451,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,1,2,1,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
334,45,549,8,4,1,452,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,3,10,9,9,8,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
335,40,1124,1,2,1,453,2,57,1,2,4,7457,13273,2,22,4,3,80,3,6,2,2,4,3,0,2,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
336,29,318,8,4,1,454,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
337,29,738,9,5,1,455,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
338,30,570,5,3,1,456,4,30,2,2,3,6118,5431,1,13,3,3,80,3,10,2,3,10,9,1,2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
339,27,1130,8,4,1,458,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
340,37,1192,5,2,1,460,4,61,3,2,4,6347,23177,7,16,3,3,80,2,8,2,2,6,2,0,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
341,38,343,15,2,1,461,3,92,2,3,4,11510,15682,0,14,3,2,80,1,12,3,3,11,10,2,9,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
342,31,1232,7,4,1,462,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,2,11,9,4,10,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
343,29,144,10,1,1,463,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
344,35,1296,5,4,1,464,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
345,23,1309,26,1,1,465,3,83,3,1,4,2904,16092,1,12,3,3,80,2,4,2,2,4,2,0,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
346,41,483,6,3,1,466,4,95,2,2,2,6032,10110,6,15,3,4,80,0,8,3,3,5,4,1,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
347,47,1309,4,1,1,467,2,99,3,2,3,2976,25751,3,19,3,1,80,0,5,3,3,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
348,42,810,23,5,1,468,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,2,3,1,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
349,29,746,2,3,1,469,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
350,42,544,2,1,1,470,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
351,32,1062,2,3,1,471,3,75,3,1,2,2370,3956,1,13,3,3,80,1,8,4,3,8,0,0,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
352,48,530,29,1,1,473,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
353,37,1319,6,3,1,474,3,51,4,2,1,5974,17001,4,13,3,1,80,2,13,2,3,7,7,6,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
354,30,641,25,2,1,475,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
355,26,933,1,3,1,476,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
356,42,1332,2,4,1,477,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
357,21,756,1,1,1,478,1,99,2,1,2,2174,9150,1,11,3,3,80,0,3,3,3,3,2,1,2,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True
358,36,845,1,5,1,479,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,6,3,1,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
359,36,541,3,4,1,481,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
360,57,593,1,4,1,482,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,2,3,3,2,1,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
361,40,1171,10,4,1,483,4,46,4,1,3,2213,22495,3,13,3,3,80,1,10,3,3,7,7,1,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
362,21,895,9,2,1,484,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,3,2,3,2,2,2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
363,33,350,5,3,1,485,4,34,3,1,3,2851,9150,1,13,3,2,80,0,1,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True
364,37,921,10,3,1,486,3,98,3,1,1,3452,17663,6,20,4,2,80,1,17,3,3,5,4,0,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
365,46,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
366,41,143,4,3,1,488,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
367,50,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
368,40,575,22,2,1,492,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
369,31,408,9,4,1,493,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
370,21,156,12,3,1,494,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
371,29,1283,23,3,1,495,4,54,3,1,4,2201,18168,9,16,3,4,80,0,6,4,3,3,2,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
372,35,755,9,4,1,496,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,5,3,1,1,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
373,27,1469,1,2,1,497,4,82,3,1,2,3816,17881,1,11,3,2,80,1,5,2,3,5,2,0,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
374,28,304,9,4,1,498,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
375,49,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
376,51,1178,14,2,1,500,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
377,36,329,2,3,1,501,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
